sentence_id,word_id,sentence,word,annot
2,29,Ikaw pa rin ang pipiliin ko,pipiliin,FIL
2,30,Ikaw pa rin ang pipiliin ko,ko,FIL
3,31,May mga bahagi din ito katulad ng mga talulot na napagkukunan ng .,May,FIL
3,32,May mga bahagi din ito katulad ng mga talulot na napagkukunan ng .,mga,FIL
3,33,May mga bahagi din ito katulad ng mga talulot na napagkukunan ng .,bahagi,FIL
3,34,May mga bahagi din ito katulad ng mga talulot na napagkukunan ng .,din,FIL
3,35,May mga bahagi din ito katulad ng mga talulot na napagkukunan ng .,ito,FIL
3,36,May mga bahagi din ito katulad ng mga talulot na napagkukunan ng .,katulad,FIL
3,37,May mga bahagi din ito katulad ng mga talulot na napagkukunan ng .,ng,FIL
3,38,May mga bahagi din ito katulad ng mga talulot na napagkukunan ng .,mga,FIL
3,39,May mga bahagi din ito katulad ng mga talulot na napagkukunan ng .,talulot,FIL
3,40,May mga bahagi din ito katulad ng mga talulot na napagkukunan ng .,na,FIL
3,41,May mga bahagi din ito katulad ng mga talulot na napagkukunan ng .,napagkukunan,FIL
3,42,May mga bahagi din ito katulad ng mga talulot na napagkukunan ng .,ng,FIL
3,43,May mga bahagi din ito katulad ng mga talulot na napagkukunan ng .,.,OTH
4,44,Kulang pa yan kuya gawin mo anim ang puge mo naman,Kulang,FIL
4,45,Kulang pa yan kuya gawin mo anim ang puge mo naman,pa,FIL
4,46,Kulang pa yan kuya gawin mo anim ang puge mo naman,yan,FIL
4,47,Kulang pa yan kuya gawin mo anim ang puge mo naman,kuya,FIL
4,48,Kulang pa yan kuya gawin mo anim ang puge mo naman,gawin,FIL
4,49,Kulang pa yan kuya gawin mo anim ang puge mo naman,mo,FIL
4,50,Kulang pa yan kuya gawin mo anim ang puge mo naman,anim,FIL
4,51,Kulang pa yan kuya gawin mo anim ang puge mo naman,ang,FIL
4,52,Kulang pa yan kuya gawin mo anim ang puge mo naman,puge,FIL
4,53,Kulang pa yan kuya gawin mo anim ang puge mo naman,mo,FIL
4,54,Kulang pa yan kuya gawin mo anim ang puge mo naman,naman,FIL
5,55,Natanggal na sama ng loob ko ng dahil sa basketball,Natanggal,FIL
5,56,Natanggal na sama ng loob ko ng dahil sa basketball,na,FIL
5,57,Natanggal na sama ng loob ko ng dahil sa basketball,sama,FIL
5,58,Natanggal na sama ng loob ko ng dahil sa basketball,ng,FIL
5,59,Natanggal na sama ng loob ko ng dahil sa basketball,loob,FIL
5,60,Natanggal na sama ng loob ko ng dahil sa basketball,ko,FIL
5,61,Natanggal na sama ng loob ko ng dahil sa basketball,ng,FIL
5,62,Natanggal na sama ng loob ko ng dahil sa basketball,dahil,FIL
5,63,Natanggal na sama ng loob ko ng dahil sa basketball,sa,FIL
5,64,Natanggal na sama ng loob ko ng dahil sa basketball,basketball,ENG
6,65,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,Kapagod,FIL
6,66,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,na,FIL
6,67,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,mag,FIL
6,68,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,pawis,FIL
6,69,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,At,FIL
6,70,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,May,FIL
6,71,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,mask,ENG
6,72,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,pa,FIL
6,73,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,Kaya,FIL
6,74,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,ang,FIL
6,75,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,saya,FIL
6,76,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,ko,FIL
6,77,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,na,FIL
6,78,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,malamig,FIL
6,79,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,na,FIL
6,80,Kapagod na mag pawis At May mask pa Kaya ang saya ko na malamig na .,.,OTH
7,81,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",Kung,FIL
7,82,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",totoong,FIL
7,83,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",may,FIL
7,84,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",ibang,FIL
7,85,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",tao,FIL
7,86,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",na,FIL
7,87,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",nagkanulo,FIL
7,88,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",sa,FIL
7,89,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",Diyos,FIL
7,90,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",",",OTH
7,91,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",tiyak,FIL
7,92,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",na,FIL
7,93,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",lubhang,FIL
7,94,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",nasasaktan,FIL
7,95,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",at,FIL
7,96,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",nagdadalamhati,FIL
7,97,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",ngayon,FIL
7,98,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",ang,FIL
7,99,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",Diyos,FIL
7,100,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",",",OTH
7,101,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",at,FIL
7,102,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",dapat,FIL
7,103,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",kong,FIL
7,104,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",subukan,FIL
7,105,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",ngayong,FIL
7,106,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",aliwin,FIL
7,107,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",ang,FIL
7,108,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",puso,FIL
7,109,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",ng,FIL
7,110,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",Diyos,FIL
7,111,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",sa,FIL
7,112,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",pamamagitan,FIL
7,113,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",ng,FIL
7,114,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",aking,FIL
7,115,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",sariling,FIL
7,116,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",katapatan,FIL
7,117,"Kung totoong may ibang tao na nagkanulo sa Diyos , tiyak na lubhang nasasaktan at nagdadalamhati ngayon ang Diyos , at dapat kong subukan ngayong aliwin ang puso ng Diyos sa pamamagitan ng aking sariling katapatan .",.,OTH
8,118,patapos na yung buwan ng oct,patapos,FIL
8,119,patapos na yung buwan ng oct,na,FIL
8,120,patapos na yung buwan ng oct,yung,FIL
8,121,patapos na yung buwan ng oct,buwan,FIL
8,122,patapos na yung buwan ng oct,ng,FIL
8,123,patapos na yung buwan ng oct,oct,OTH
9,124,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?","""",OTH
9,125,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",Ask,ENG
9,126,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",ko,FIL
9,127,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",lang,FIL
9,128,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",sana,FIL
9,129,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",if,ENG
9,130,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",hindi,FIL
9,131,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",ako,FIL
9,132,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",nakakaistorbo,FIL
9,133,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",sa,FIL
9,134,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",pagbabasa,FIL
9,135,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",mo,FIL
9,136,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?","""",OTH
9,137,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?","""",OTH
9,138,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",Yes,ENG
9,139,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",ok,ENG
9,140,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",lang,FIL
9,141,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",naman,FIL
9,142,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?","""",OTH
9,143,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?","""",OTH
9,144,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",Bakit,FIL
9,145,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",ba,FIL
9,146,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",ang,FIL
9,147,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",daming,FIL
9,148,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",fangirls,ENG
9,149,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",nila,FIL
9,150,""" Ask ko lang sana if hindi ako nakakaistorbo sa pagbabasa mo "" "" Yes ok lang naman "" "" Bakit ba ang daming fangirls nila ?",?,OTH
10,151,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,KoLab,OTH
10,152,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,:,OTH
10,153,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,Komunidad,FIL
10,154,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,Laban,FIL
10,155,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,sa,FIL
10,156,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,COVID,OTH
10,157,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,ang,FIL
10,158,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,isa,FIL
10,159,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,ring,FIL
10,160,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,programang,FIL
10,161,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,inilunsad,FIL
10,162,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,ngayong,FIL
10,163,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,linggo,FIL
10,164,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,at,FIL
10,165,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,sinimulan,FIL
10,166,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,ito,FIL
10,167,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,sa,FIL
10,168,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,Naga,OTH
10,169,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,City,ENG
10,170,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,.,OTH
11,171,Baka matalo kayo ng jamill haha,Baka,FIL
11,172,Baka matalo kayo ng jamill haha,matalo,FIL
11,173,Baka matalo kayo ng jamill haha,kayo,FIL
11,174,Baka matalo kayo ng jamill haha,ng,FIL
11,175,Baka matalo kayo ng jamill haha,jamill,OTH
11,176,Baka matalo kayo ng jamill haha,haha,OTH
12,177,MagpaGA na lang kaya ako ng bigas para sa birthday ni Woozi ?,MagpaGA,OTH
12,178,MagpaGA na lang kaya ako ng bigas para sa birthday ni Woozi ?,na,FIL
12,179,MagpaGA na lang kaya ako ng bigas para sa birthday ni Woozi ?,lang,FIL
12,180,MagpaGA na lang kaya ako ng bigas para sa birthday ni Woozi ?,kaya,FIL
12,181,MagpaGA na lang kaya ako ng bigas para sa birthday ni Woozi ?,ako,FIL
12,182,MagpaGA na lang kaya ako ng bigas para sa birthday ni Woozi ?,ng,FIL
12,183,MagpaGA na lang kaya ako ng bigas para sa birthday ni Woozi ?,bigas,FIL
12,184,MagpaGA na lang kaya ako ng bigas para sa birthday ni Woozi ?,para,FIL
12,185,MagpaGA na lang kaya ako ng bigas para sa birthday ni Woozi ?,sa,FIL
12,186,MagpaGA na lang kaya ako ng bigas para sa birthday ni Woozi ?,birthday,ENG
12,187,MagpaGA na lang kaya ako ng bigas para sa birthday ni Woozi ?,ni,FIL
12,188,MagpaGA na lang kaya ako ng bigas para sa birthday ni Woozi ?,Woozi,OTH
12,189,MagpaGA na lang kaya ako ng bigas para sa birthday ni Woozi ?,?,OTH
13,190,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,Nakaparada,FIL
13,191,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,umano,FIL
13,192,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,ang,FIL
13,193,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,kotse,FIL
13,194,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,ni,FIL
13,195,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,Hilario,OTH
13,196,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,nang,FIL
13,197,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,magsidatingan,FIL
13,198,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,ang,FIL
13,199,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,mga,FIL
13,200,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,suspek,FIL
13,201,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,na,FIL
13,202,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,lulan,FIL
13,203,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,ng,FIL
13,204,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,puting,FIL
13,205,Nakaparada umano ang kotse ni Hilario nang magsidatingan ang mga suspek na lulan ng puting Isuzu Crosswind ( XYF - 188 ) at maroon na Honda City ( NCV - 9054 ) .,Isuzu,OTH
